0 -0.025 0.017 0.377 0.138 0.5090714285714288
0.5 0.205 0.2407 0.847 0.4221 0.7495714285714288
1 0.599 0.6047 0.930 0.762 0.9900714285714287
1.5 0.671 0.711 1.127 1.077 1.2305714285714286
2 1.462 1.169 1.950 1.756 1.4710714285714286
2.5 1.223 1.188 1.610 1.894 1.7115714285714285
3 1.238 1.711 1.773 2.071 1.9520714285714285
