5.0  4.991 22.6 225.3 5.3 2.4
10.0 9.89 45.78 216.2 3.8 1.7
15.0 14.89 68.9 216.2 3.8 1.7
20.0 19.77 91.4 216.3 3.7 1.7
25.0 24.80 114.7 216.2 3.8 1.7
30.0 29.69 137.3 216.3 3.7 1.7
