0.014 0.006
0.086 0.040
0.132 0.052
0.211 0.067
0.311 0.075
0.548 0.080
0.613 0.083
0.982 0.086
1.501 0.089
2.003 0.091
2.526 0.093
3.000 0.095
4.026 0.099
5.061 0.102
6.021 0.107
7.01 0.111
8.03 0.116
