0 0
0.173 0.042
0.196 0.047
0.349 0.072
0.451 0.083
0.534 0.090
0.625 0.095
0.843 0.102
1.036 0.105
1.487 0.110
2.024 0.113
2.571 0.116
3.064 0.119
4.000 0.125
5.058 0.130
5.990 0.136
6.98  0.142
8.02 0.146
