100 0 0 0 0 0 0
150 0 0 0 0 0 0
250 0 0 0 0 0 0
300 0 0 0 0 0 0
350 0 0 0 0 0 0
400 0 0 0 0 0 0
600 0 0 0 0 0 0
800 0 0 0 0 0 0
1000 0 0 0 0 0 0
