10 2 20.1 10.05 20.04
100 2 20.1 10.05 20.04
1000 2 20.1 10.05 20.04
10000 2 19.9 9.95 19.96
100000 2 4.4 2.2 6.85
1000000 2 0.42 0.21 -13.56
